µÄ	7856248.8
Ò»	3538406
ÊÇ	3007490
²»	2909858
ÁË	2847646.8
ÎÒ	2269145.2
ÓÐ	1890694.8
ÔÚ	1825749.6
Ëû	1787303.6
ÈË	1731398
Õâ	1579742.8
À´	1420028
¸ö	1346269.6
ÉÏ	1248240.8
ÃÇ	1141907.6
Ëµ	1099651.6
Ò²	1075895.6
×Ó	1028907.2
×Å	1010834.8
µ½	1010452
´ó	987818.4
Îª	958877.6
ÖÐ	950545.2
Äã	942162.4
¾Í	871812.4
µÃ	862738
È¥	841541.2
¿É	834591.2
Ëý	833036.8
Ê±	811026
ÒÔ	806349.2
Òª	802951.2
ÄÇ	789839.6
Àï	789476.4
ºÍ	754502
³ö	750304.8
Ã´	704317.6
µØ	691405.6
¿´	689230.8
ÏÂ	668556.4
¶ø	656241.6
¹ý	649459.2
µÀ	648205.6
ÓÃ	635145.2
×Ô	634149.2
Éú	634034.8
ºÃ	631048.4
¼Ò	630162
Ð¡	627478.8
¶Ô	615032.4
Ö®	599262.4
ÓÚ	586812.8
ÎÄ	583116.8
»¹	574616
ÄÜ	571094.8
×÷	565744.8
Ã»	559944
¶à	553517.6
È»	548837.2
Ìì	528440.8
¶¼	523215.6
ÊÂ	518469.6
»á	511500.8
µã	509504.4
Ñ§	508017.6
Äê	498365.6
¹ú	484661.6
ÓÖ	480459.2
Ëù	474122
ÐÄ	467532
ºó	463494
Ãæ	462322
Æð	457718
Ñù	457640
Ö»	454348.4
Ïë	451513.6
Ì«	429905.6
°Ñ	425982
·½	417797.6
³É	412073.2
·Ö	411666.8
¶ù	402810
ÀÏ	401546
¼û	397349.6
±¾	395180.8
Í¬	386267.2
»°	385796.8
Èç	378412.4
Ð©	376616.4
Í·	371847.6
ÐÐ	367141.6
Ê²	365904.4
·¢	365733.2
·¨	365619.2
Êý	363262
¶þ	357850.8
ÖÖ	354618.4
Öª	353919.6
Ê®	353110
Á½	351789.2
Èý	351673.6
ÏÖ	351188.8
Ç°	348220
Àí	343487.6
Êµ	342824
Óë	341459.6
µ±	341326.4
Òâ	340016.8
ÎÞ	337916
¶¨	335306.8
ºÜ	330717.2
Òò	330341.6
»Ø	327387.6
´Ó	327264.8
Æä	327255.6
×ß	318675.2
Ã÷	318564.4
¿ª	313732.4
Ð¦	310616
µ«	310118
Ïµ	309361.6
ÐÅ	307446
½ø	305565.6
¼º	302192.4
ÏÈ	301391.2
Õß	300978.4
ÈÕ	296452
¸ø	295831.2
¶¯	294263.6
Çé	293662
Ëã	290237.6
Å®	288427.6
ÎÊ	284863.6
±ã	280398
ÊÖ	278818
ÒÑ	278706.8
³¤	278529.2
Ó¦	277729.2
¾­	277228.4
¼ä	275325.6
¼¸	274352
Éù	266553.2
²¢	263013.2
Íâ	260518
±í	259323.2
Ê¹	257155.2
´Ë	256975.6
µÈ	254666.8
Ïà	252806.4
Ïó	251553.6
Æø	250042
Õý	244970.8
±ð	243252
½á	242258.4
ÐÔ	241923.6
ÐÂ	241726
Î÷	240398
È«	240349.6
ÄØ	239544
»ú	238724
Õæ	238031.6
×î	235500
Ïò	234900.4
Ö÷	233804
Êé	233788
¹Ø	233316
ÑÛ	233301.6
×Ö	232862
Ð´	231771.2
¸ß	230703.2
Í³	230355.6
Ìý	229101.2
´¦	227528.4
¾õ	226631.2
´ò	225911.2
ÓÉ	225581.6
¾Ý	224970.4
°×	219006.4
¼Æ	218640.8
¼þ	217878.4
¹¤	216646
Ëü	215857.2
ËÄ	214230
ÔÂ	212246.8
ºò	209916.4
Éí	207859.2
³£	206048.8
¿Ú	204884.8
½«	203119.2
ÉÙ	202049.2
³Ì	200118
ÔÙ	198117.2
Í¼	195917.6
ÃÅ	193564.8
²Å	193429.2
Ãû	193103.6
±ß	193098
Óï	190464.8
Ãñ	189802.8
×¡	188537.2
»ò	188278.4
Ðí	188254
Ê½	188160
Í¨	187739.2
µÚ	186225.6
Æ½	186123.6
Ôõ	183971.6
Ç×	183793.6
Ìå	183429.2
×ö	181515.6
Ï¢	180904
Ôò	179398.4
Òå	178684.8
È´	177268
¹â	176436
Á¦	175486
Î»	174799.2
°®	174364.8
ËÆ	173694
½Ì	173641.6
¶«	171884.8
Ïñ	171141.6
ÖØ	170616
±È	169509.2
ÕÅ	169291.6
¸ü	168558.8
Îå	168034.8
ÇÒ	167949.6
½Ó	167946.4
»¯	167173.2
»î	166332
ÂÛ	165704.4
Ìá	165609.6
±Ø	165440
»¨	165010.8
³Ô	163785.6
ÑÔ	159673.6
ºÎ	159350.4
Á¢	158668.8
Ë®	158571.2
´Î	158293.6
ºÏ	158096.8
×Ü	157730
Ç®	157320
¹û	156895.2
Â·	155266.4
¶È	155168
Àà	154734.4
Ìâ	154382.8
·Å	154348
²¿	154278.4
±»	153833.2
½Ð	153781.6
±¨	153499.6
±ä	152466
½ñ	152426.4
Íê	152069.2
Ä£	151835.2
ÐÎ	149512
Çå	149451.6
Á³	148084.8
¸Ð	147262.4
Éè	147186
½â	147074.4
Á¬	146740.8
ÊÀ	144508.8
Ë¼	143764.8
É½	142795.2
×ø	142341.6
¼Ó	142157.2
Á¿	141574.4
·Ç	141438
¼Ç	140915.6
ÄÑ	140622
¾ä	140300.4
·þ	140293.2
Ãü	140256.4
Ô­	140235.6
³µ	139695.2
¿ì	139393.6
Íû	139306.8
¾Å	139040.4
·ò	138971.6
Èë	138698.4
¹«	138556.8
ËÀ	138051.2
ÖÁ	137619.2
ÌØ	136241.2
¼°	135946.4
¸Ã	135853.2
Éñ	135204.8
Îñ	134169.2
Ö±	132691.2
Íù	132527.2
¹Ü	132042.4
¸÷	131523.6
ÄÚ	131012
Îï	130831.6
±±	130563.2
É«	130555.6
Çó	130492
Ä¿	130471.6
ÃÀ	130265.6
ÖÆ	130132.4
º£	130085.2
Èô	129852
¼´	128148
¼¯	127113.2
µ¹	125625.2
Ê¶	125341.6
ÈÎ	124427.6
Ô¶	123739.6
Ö¸	123353.6
Âú	123158
·ç	123088.8
°²	122944.4
ÊÜ	121760.8
´ø	121257.6
·¿	120826.8
Ìõ	120516.8
Ã¿	120440.8
°ë	119808
ºõ	119601.2
¹¹	119167.6
Êõ	118899.2
´«	118818.8
Ê¾	118800.4
¸É	118569.2
¿Õ	118525.2
ÓÑ	118276.8
ÐÍ	117490
º¢	116350
°Ë	115801.6
Ê¿	115491.2
´æ	115351.2
Ä¸	115031.2
Âí	115022.8
ÈÝ	114827.6
ÇÐ	114377.6
Íø	114342.8
·´	113308.4
¸ú	112945.2
°ì	112250
²½	111908.8
°É	111832.8
ÕÒ	111748.8
¸æ	111704.4
Íõ	111024.8
ÅÂ	110803.2
Ëä	110667.2
½ð	110622.8
Ï²	110113.6
Ê«	109840.8
Àû	109533.2
½ã	109232.4
Ðò	109192.8
Òô	109135.2
µ¥	108196.4
¹Ê	107741.2
Á÷	107222.8
µç	107004.4
Ì¸	106960.4
