的	3571600
一	2114403
是	1691211
了	1745267
不	1506956
在	1777855
有	1502353
个	1053392
人	1612914
这	1243182
上	1122034
中	1314354
大	1228238
为	1088568
来	1043208
我	947764
到	949097
出	931602
要	864706
以	868772
时	812836
和	1200455
地	995257
们	802621
得	636428
可	574401
下	637247
对	771106
生	755557
也	690698
子	561880
就	712640
过	628097
能	565789
他	1046803
会	905710
多	657842
发	862803
说	864176
而	544167
于	632279
自	593042
之	506949
用	525550
年	965250
行	707379
家	761296
方	580215
后	628636
作	737465
成	719441
开	601340
面	494552
事	517703
好	482780
小	460823
心	447731
前	544433
所	435660
道	474894
法	451245
如	384292
进	602192
着	584076
同	550020
经	716802
分	494937
定	469919
都	486359
然	430423
与	447397
本	510832
还	487706
其	412246
当	468671
起	486029
动	502487
已	411015
两	376651
点	343075
从	459186
问	376460
里	545389
主	515488
实	504398
天	472663
高	467751
去	500168
现	558564
长	505365
此	346564
三	373401
将	389183
无	317805
国	1316675
全	560044
文	369318
理	496262
明	374839
日	753989
些	380186
看	383920
只	334851
公	444617
等	426825
十	350344
意	381285
正	364296
外	424220
想	334419
间	327068
把	374807
情	349005
者	501646
没	395426
重	465212
相	287297
那	463386
向	334835
知	259623
因	342060
样	351192
学	432983
应	295931
又	328271
手	293838
但	381896
信	221546
关	439520
使	345252
种	408532
见	289730
力	446753
名	323670
二	295951
处	229044
门	278857
并	340927
口	241841
么	376518
先	262768
位	323316
头	294424
回	266250
话	254382
很	292127
再	201234
由	314997
身	248171
入	300276
内	341873
第	368009
平	321256
被	266218
给	260043
次	339005
别	243278
几	248582
月	485347
真	212404
立	311289
新	578667
通	301953
少	231857
机	354548
打	212570
水	260852
果	240847
最	351099
部	541041
何	170581
安	257132
接	217165
报	425337
声	188764
才	204278
体	381858
今	302492
合	400182
性	255484
西	306103
你	376543
放	228027
表	349077
目	320478
加	447789
常	230443
做	207865
己	247340
老	255558
四	228532
件	205442
解	267576
路	215396
更	227912
走	227608
比	292712
总	358354
金	264024
管	241732
光	164180
工	583774
结	254325
提	325243
任	256405
东	269902
原	236305
便	153506
美	305332
及	269068
教	212795
难	199584
世	280060
至	217937
气	205435
神	174599
山	200542
数	190156
利	364219
书	232486
代	331870
直	182528
色	171656
场	383508
变	183991
记	323598
张	189459
必	173285
受	238893
交	230101
非	172063
服	155851
化	354846
求	204703
风	170986
度	295779
太	140867
万	274198
各	305742
算	100600
边	150140
王	160228
什	232657
快	171606
许	178886
连	139653
五	178375
活	279151
思	176626
该	170345
步	207703
海	268051
指	210353
物	234277
则	143192
女	195813
或	195040
完	184918
马	193992
强	269283
言	128422
条	221974
特	330057
命	153268
感	200967
清	155663
带	169151
认	245478
保	254264
望	175522
转	149345
传	170897
儿	212145
制	357731
干	187376
计	221386
民	572661
白	152348
住	162934
字	119792
它	203712
义	221907
车	163665
像	139598
反	190650
象	160999
题	284783
却	153387
流	179577
且	136036
即	138710
深	186500
近	222100
形	200850
取	211061
往	133553
系	256520
量	244906
论	206381
告	158914
息	108140
让	151479
决	239780
未	126200
花	121604
收	184689
满	129726
每	162868
华	323496
业	586670
南	204423
觉	124009
电	337509
空	121845
眼	155422
听	143366
远	122163
师	110417
元	247112
请	105455
容	117733
她	299139
军	233498
士	141535
百	141008
办	214530
语	92987
期	271883
北	281137
林	153187
识	138740
半	109089
夫	127546
客	100722
战	215581
院	179499
城	169263
候	130424
单	150203
音	82486
台	156644
死	121614
视	149994
领	230469
失	127455
司	211767
亲	133934
始	150834
极	151237
双	108631
令	100123
改	247423
功	110954
程	210835
爱	135465
德	201290
复	116120
切	141940
随	111252
李	147176
员	342348
离	108597
轻	101605
观	165735
青	117681
足	108172
落	116065
叫	112855
根	151961
怎	108667
持	212891
精	157025
送	78094
众	133564
影	133739
八	117764
首	172589
包	131731
准	147224
兴	130810
红	102971
达	258737
早	104443
尽	109291
故	82369
房	95513
引	139174
火	98499
站	94207
似	88991
找	92875
备	132142
调	209778
断	118926
设	279041
格	186146
消	129563
拉	212772
照	114353
布	165162
友	107392
整	139473
术	213360
石	102446
展	424726
紧	97840
据	223276
终	98211
周	128555
式	190336
举	169700
飞	84281
片	100564
虽	86144
易	120892
运	191459
笑	102505
云	68338
建	407966
谈	144726
界	240204
务	279727
写	113949
钱	96612
商	196938
乐	100757
推	142339
注	107387
越	80236
千	96184
微	53679
若	54388
约	138671
英	129011
集	180760
示	170142
呢	107841
待	87292
坐	70883
议	199788
乎	86646
留	89641
称	112977
品	261501
志	153383
黑	87990
存	109349
六	99796
造	188540
低	92441
江	146037
念	91125
产	434381
刻	78272
节	115651
尔	210929
吃	90436
势	135271
依	94678
图	99087
共	217076
曾	114602
响	112364
底	89782
装	117816
具	145509
喜	78664
严	130526
九	96945
况	138737
跟	87449
罗	130058
须	98678
显	113717
热	115737
病	90699
证	137364
刚	71168
治	191175
绝	80735
群	107601
市	466659
阳	77587
确	158277
究	149199
久	77382
除	102060
闻	73019
答	74494
段	101183
官	93097
政	402062
类	124801
黄	90521
武	92212
七	87997
支	147527
费	125770
父	58960
统	227979
府	188859
查	128069
般	67785
斯	256420
倒	70668
突	107457
号	85016
树	61363
拿	80575
克	200307
初	96331
广	188781
奇	73046
愿	85160
欢	82620
希	120300
母	65543
香	88615
破	94996
谁	63511
致	113297
线	109052
急	64474
古	108524
既	65413
句	63902
京	208411
甚	67573
仍	86651
晚	87382
争	149917
游	83472
龙	67863
余	81991
护	111294
另	97812
器	69540
细	65214
木	56879
权	144147
星	76313
哪	62365
苦	84424
孩	77701
试	67023
朝	61418
阿	104301
队	200180
居	84311
害	73243
独	79132
讲	101459
错	54379
局	167372
男	70813
差	62288
参	158578
社	411253
换	57161
选	135766
止	81144
际	242027
假	56842
汉	64354
够	76784
诉	71658
资	299264
密	73845
案	99448
史	137836
较	112504
环	105828
投	156534
静	52638
宝	57530
专	160813
修	70836
室	63373
区	308778
料	103895
帮	63826
衣	52587
竟	58228
模	90943
脸	65776
善	84677
兵	79706
考	101316
规	197904
联	200278
团	157869
冷	51862
玉	44974
施	151121
派	81131
纪	114556
采	118671
历	140274
顾	62559
春	80886
责	122569
夜	64632
画	55842
惊	56962
银	72386
负	99750
续	131138
吗	80738
简	63161
章	78294
左	52381
块	48869
索	61006
酒	47615
值	107030
态	85680
按	91510
陈	82418
河	95985
巴	125951
冲	58885
阵	39662
境	114967
助	101810
角	63797
户	72016
乱	51849
呼	59467
灵	52493
脚	48032
继	98116
楼	52042
景	74656
怕	61039
停	61774
铁	72370
异	48013
谢	45002
否	63555
伤	68275
兰	91355
置	63991
医	81975
良	72921
承	85446
福	78932
科	223433
属	72977
围	84730
需	131752
退	48340
基	244645
右	49228
速	94998
适	72172
